Client_ID,Status,Days_To_First_Engagement,Days_To_First_Engagement_Num,Completed_Flag,Churned_Flag,Checkin_Rate_Pct,Goal_Achieved,Goal_Achieved_Flag,Engagement_Threshold_Group
C1075,Completed,3,3,1,0,85.7,Partial,1,Engaged Within 3 Days
C1076,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C1077,Inactive,2,2,0,1,28.6,Ongoing,0,Engaged Within 3 Days
C1078,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C1079,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C1080,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1081,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C1082,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C1083,Completed,5,5,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C1084,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C1085,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1086,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C1087,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C1088,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1089,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1090,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C1091,Ghost,5,5,0,1,0.0,No,0,Did Not Engage Within 3 Days
C1092,Completed,5,5,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C1093,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1094,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1095,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1096,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C1097,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C1098,Quit,0,0,0,1,21.4,No,0,Engaged Within 3 Days
C1099,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C1100,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1101,Inactive,5,5,0,1,21.4,Ongoing,0,Did Not Engage Within 3 Days
C1102,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C1103,Inactive,5,5,0,1,35.7,Ongoing,0,Did Not Engage Within 3 Days
C1104,Ghost,0,0,0,1,0.0,No,0,Engaged Within 3 Days
C1105,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C1106,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C1107,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C1108,Completed,2,2,1,0,92.9,Partial,1,Engaged Within 3 Days
C1109,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1110,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C1111,Ghost,5,5,0,1,0.0,No,0,Did Not Engage Within 3 Days
C1112,Completed,5,5,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C1113,Inactive,7,7,0,1,21.4,Ongoing,0,Did Not Engage Within 3 Days
C1114,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C1115,Completed,5,5,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C1116,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C1117,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1118,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C1119,Completed,2,2,1,0,100.0,Partial,1,Engaged Within 3 Days
C1120,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C1121,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C1122,Completed,7,7,1,0,92.9,Partial,1,Did Not Engage Within 3 Days
C1123,Inactive,3,3,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C1124,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1125,Completed,2,2,1,0,92.9,Partial,1,Engaged Within 3 Days
C1126,Quit,2,2,0,1,7.1,No,0,Engaged Within 3 Days
C1127,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C1128,Ghost,2,2,0,1,7.1,No,0,Engaged Within 3 Days
C1129,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C1130,Completed,7,7,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C1131,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1132,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C1133,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C1134,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C1135,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C1136,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1137,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C1138,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C1139,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1140,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1141,Ghost,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C1142,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C1143,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C1144,Ghost,5,5,0,1,0.0,No,0,Did Not Engage Within 3 Days
C1145,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1146,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C1147,Ghost,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C1148,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C1149,Quit,2,2,0,1,21.4,No,0,Engaged Within 3 Days
C1150,Ghost,5,5,0,1,7.1,No,0,Did Not Engage Within 3 Days
C1151,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C1152,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1153,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C1154,Inactive,0,0,0,1,14.3,Ongoing,0,Engaged Within 3 Days
C1155,Quit,3,3,0,1,14.3,No,0,Engaged Within 3 Days
C1156,Completed,5,5,1,0,85.7,Partial,1,Did Not Engage Within 3 Days
C1157,Inactive,3,3,0,1,14.3,Ongoing,0,Engaged Within 3 Days
C1158,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C1159,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1160,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C1161,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C1162,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1163,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C1164,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C1165,Inactive,2,2,0,1,28.6,Ongoing,0,Engaged Within 3 Days
C1166,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C1167,Inactive,0,0,0,1,14.3,Ongoing,0,Engaged Within 3 Days
C1168,Completed,5,5,1,0,92.9,Partial,1,Did Not Engage Within 3 Days
C1169,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C1170,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C1171,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C1172,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C1173,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C1174,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C1175,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C1176,Inactive,0,0,0,1,14.3,Ongoing,0,Engaged Within 3 Days
C1177,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C1178,Quit,3,3,0,1,14.3,No,0,Engaged Within 3 Days
C1179,Completed,7,7,1,0,100.0,Partial,1,Did Not Engage Within 3 Days
C1180,Completed,5,5,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C1181,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C1182,Completed,5,5,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C1183,Completed,5,5,1,0,100.0,Partial,1,Did Not Engage Within 3 Days
C1184,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C1185,Completed,2,2,1,0,92.9,Partial,1,Engaged Within 3 Days
C1186,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1187,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1188,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C1189,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C1190,Inactive,1,1,0,1,28.6,Ongoing,0,Engaged Within 3 Days
C1191,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C1192,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C1193,Completed,2,2,1,0,92.9,Partial,1,Engaged Within 3 Days
C1194,Completed,7,7,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C1195,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C1196,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C1197,Inactive,5,5,0,1,21.4,Ongoing,0,Did Not Engage Within 3 Days
C1198,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C1199,Inactive,3,3,0,1,28.6,Ongoing,0,Engaged Within 3 Days
C1200,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1201,Completed,2,2,1,0,92.9,Partial,1,Engaged Within 3 Days
C1202,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C1203,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C1204,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C1205,Completed,2,2,1,0,92.9,Partial,1,Engaged Within 3 Days
C1206,Completed,7,7,1,0,100.0,Partial,1,Did Not Engage Within 3 Days
C1207,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C1208,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C1209,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C1210,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C1211,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C1212,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1213,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C1214,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C1215,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C1216,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1217,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C1218,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C1219,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C1220,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C1221,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C1222,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C1223,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C1224,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C1225,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C1226,Completed,7,7,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C1227,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C1228,Completed,3,3,1,0,92.9,Partial,1,Engaged Within 3 Days
C1229,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C1230,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C1231,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C1232,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1233,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1234,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C1235,Inactive,5,5,0,1,14.3,Ongoing,0,Did Not Engage Within 3 Days
C1236,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C1237,Ghost,2,2,0,1,0.0,No,0,Engaged Within 3 Days
C1238,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C1239,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C1240,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1241,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C1242,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C1243,Completed,3,3,1,0,92.9,Partial,1,Engaged Within 3 Days
C1244,Inactive,5,5,0,1,21.4,Ongoing,0,Did Not Engage Within 3 Days
C1245,Completed,3,3,1,0,85.7,Partial,1,Engaged Within 3 Days
C1246,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C1247,Inactive,5,5,0,1,14.3,Ongoing,0,Did Not Engage Within 3 Days
C1248,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C1249,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1250,Completed,3,3,1,0,92.9,Partial,1,Engaged Within 3 Days
C1251,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1252,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C1253,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C1254,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1255,Completed,7,7,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C1256,Completed,2,2,1,0,100.0,Partial,1,Engaged Within 3 Days
C1257,Completed,5,5,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C1258,Ghost,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C1259,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C1260,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C1261,Completed,7,7,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C1262,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C1263,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1264,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C1265,Inactive,7,7,0,1,14.3,Ongoing,0,Did Not Engage Within 3 Days
C1266,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C1267,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1268,Completed,7,7,1,0,100.0,Partial,1,Did Not Engage Within 3 Days
C1269,Completed,5,5,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C1270,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C1271,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C1272,Completed,5,5,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C1273,Ghost,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C1274,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C1275,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1276,Completed,5,5,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C1277,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C1278,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C1279,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C1280,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C1281,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C1282,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C1283,Completed,2,2,1,0,92.9,Partial,1,Engaged Within 3 Days
C1284,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C1285,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C1286,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C1287,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1288,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1289,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C1290,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1291,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C1292,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C1293,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C1294,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C1295,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C1296,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C1297,Ghost,2,2,0,1,7.1,No,0,Engaged Within 3 Days
C1298,Completed,7,7,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C1299,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C1300,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1301,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1302,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C1303,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C1304,Completed,5,5,1,0,100.0,Partial,1,Did Not Engage Within 3 Days
C1305,Inactive,5,5,0,1,21.4,Ongoing,0,Did Not Engage Within 3 Days
C1306,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C1307,Completed,3,3,1,0,85.7,Partial,1,Engaged Within 3 Days
C1308,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C1309,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C1310,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1311,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C1312,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C1313,Completed,3,3,1,0,78.6,Partial,1,Engaged Within 3 Days
C1314,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C1315,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1316,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C1317,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C1318,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1319,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C1320,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C1321,Completed,5,5,1,0,92.9,Partial,1,Did Not Engage Within 3 Days
C1322,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1323,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C1324,Completed,7,7,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C1325,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C1326,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C1327,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C1328,Completed,2,2,1,0,92.9,Partial,1,Engaged Within 3 Days
C1329,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C1330,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1331,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C1332,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C1333,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C1334,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C1335,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C1336,Completed,2,2,1,0,100.0,Partial,1,Engaged Within 3 Days
C1337,Completed,7,7,1,0,78.6,Partial,1,Did Not Engage Within 3 Days
C1338,Ghost,1,1,0,1,0.0,No,0,Engaged Within 3 Days
C1339,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1340,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1341,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C1342,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C1343,Completed,7,7,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C1344,Inactive,5,5,0,1,35.7,Ongoing,0,Did Not Engage Within 3 Days
C1345,Completed,3,3,1,0,85.7,Partial,1,Engaged Within 3 Days
C1346,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C1347,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C1348,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C1349,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1350,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1351,Completed,3,3,1,0,85.7,Partial,1,Engaged Within 3 Days
C1352,Completed,2,2,1,0,100.0,Partial,1,Engaged Within 3 Days
C1353,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1354,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C1355,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C1356,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C1357,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1358,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1359,Inactive,5,5,0,1,14.3,Ongoing,0,Did Not Engage Within 3 Days
C1360,Completed,2,2,1,0,100.0,Partial,1,Engaged Within 3 Days
C1361,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1362,Ghost,5,5,0,1,7.1,No,0,Did Not Engage Within 3 Days
C1363,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C1364,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C1365,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C1366,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1367,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C1368,Completed,2,2,1,0,92.9,Partial,1,Engaged Within 3 Days
C1369,Completed,5,5,1,0,78.6,Partial,1,Did Not Engage Within 3 Days
C1370,Completed,5,5,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C1371,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C1372,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C1373,Ghost,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C1374,Inactive,5,5,0,1,21.4,Ongoing,0,Did Not Engage Within 3 Days
C1375,Completed,3,3,1,0,92.9,Partial,1,Engaged Within 3 Days
C1376,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C1377,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C1378,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C1379,Inactive,7,7,0,1,28.6,Ongoing,0,Did Not Engage Within 3 Days
C1380,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C1381,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C1382,Completed,2,2,1,0,92.9,Partial,1,Engaged Within 3 Days
C1383,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C1384,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1385,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C1386,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C1387,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C1388,Inactive,0,0,0,1,14.3,Ongoing,0,Engaged Within 3 Days
C1389,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1390,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1391,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C1392,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1393,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C1394,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C1395,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1396,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C1397,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C1398,Completed,5,5,1,0,85.7,Partial,1,Did Not Engage Within 3 Days
C1399,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C1400,Completed,2,2,1,0,100.0,Partial,1,Engaged Within 3 Days
C1401,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1402,Inactive,0,0,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C1403,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C1404,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C1405,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C1406,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C1407,Completed,3,3,1,0,92.9,Partial,1,Engaged Within 3 Days
C1408,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C1409,Completed,5,5,1,0,92.9,Partial,1,Did Not Engage Within 3 Days
C1410,Completed,7,7,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C1411,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C1412,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1413,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C1414,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1415,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C1416,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C1417,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C1418,Inactive,3,3,0,1,28.6,Ongoing,0,Engaged Within 3 Days
C1419,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C1420,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C1421,Completed,2,2,1,0,100.0,Partial,1,Engaged Within 3 Days
C1422,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C1423,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C1424,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C1425,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C1426,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C1427,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1428,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C1429,Inactive,2,2,0,1,28.6,Ongoing,0,Engaged Within 3 Days
C1430,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1431,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C1432,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1433,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
