Client_ID,Age,Gender,Country,Goal_Type,Lead_Source,Goal_Achieved,Checkin_Rate_Pct,Progress_Photos_Shared,Second_Round,Referred_Someone,Goal_Achieved_Score,Checkin_Score,Progress_Photos_Score,Second_Round_Score,Referral_Score,Superfan_Score,Superfan_Score_Rounded,Superfan_Segment
C2227,26,Female,Australia,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2228,30,Female,UAE,Weight Loss,Instagram,No,7.1,No,Yes,1,0,0.14,0,2,2,4.14,4,Neutral
C2229,52,Male,USA,Weight Loss,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C2230,49,Female,USA,Weight Loss,Referral,Partial,85.7,Yes,No,1,1,1.71,1,0,2,5.71,6,Happy
C2231,56,Female,Australia,Weight Loss,Referral,Yes,100.0,Yes,Yes,1,3,2.0,1,2,2,10.0,10,Superfan
C2232,36,Female,USA,Weight Loss,Referral,Yes,85.7,No,No,0,3,1.71,0,0,0,4.71,5,Neutral
C2233,41,Male,Australia,Weight Loss,Referral,Yes,85.7,No,No,1,3,1.71,0,0,2,6.71,7,Happy
C2234,22,Female,Nepal,Weight Gain,Other,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C2235,22,Female,Canada,Weight Loss,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C2236,50,Female,Australia,Body Transformation,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C2237,21,Male,USA,Weight Loss,TikTok,Ongoing,14.3,No,No,0,0,0.29,0,0,0,0.29,0,At Risk
C2238,25,Female,Australia,Body Transformation,TikTok,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C2239,46,Female,Australia,Body Transformation,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C2240,40,Female,Nepal,Body Transformation,TikTok,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C2241,27,Female,UAE,Weight Loss,Referral,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C2242,19,Female,USA,Weight Gain,Referral,No,0.0,No,No,0,0,0.0,0,0,0,0.0,0,At Risk
C2243,37,Female,Nepal,Body Transformation,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C2244,28,Female,Australia,Body Transformation,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2245,36,Female,Nepal,Weight Loss,TikTok,Ongoing,21.4,No,No,1,0,0.43,0,0,2,2.43,2,At Risk
C2246,37,Male,Nepal,Weight Loss,Referral,Yes,85.7,Yes,Yes,0,3,1.71,1,2,0,7.71,8,Happy
C2247,59,Female,Australia,Weight Gain,TikTok,No,21.4,No,Yes,0,0,0.43,0,2,0,2.43,2,At Risk
C2248,42,Female,Australia,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2249,34,Male,Australia,Weight Gain,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C2250,25,Female,Nepal,Body Transformation,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C2251,40,Female,Australia,Body Transformation,Referral,Partial,78.6,No,No,0,1,1.57,0,0,0,2.57,3,At Risk
C2252,30,Male,Canada,Weight Loss,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C2253,25,Male,Nepal,Weight Loss,Referral,Yes,78.6,No,No,1,3,1.57,0,0,2,6.57,7,Happy
C2254,18,Male,Australia,Body Transformation,TikTok,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C2255,18,Male,Nepal,Weight Gain,TikTok,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C2256,20,Female,UAE,Weight Loss,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C2257,23,Female,USA,Body Transformation,TikTok,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C2258,25,Male,Australia,Weight Loss,Other,No,7.1,No,No,0,0,0.14,0,0,0,0.14,0,At Risk
C2259,34,Female,Australia,Body Transformation,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C2260,46,Female,Australia,Weight Loss,Instagram,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C2261,37,Female,Australia,Weight Loss,Referral,Ongoing,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C2262,31,Female,Australia,Weight Loss,Instagram,Yes,100.0,No,No,0,3,2.0,0,0,0,5.0,5,Happy
C2263,37,Female,USA,Weight Loss,Instagram,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C2264,33,Female,UAE,Weight Gain,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C2265,34,Female,Australia,Weight Loss,Referral,Yes,85.7,No,Yes,1,3,1.71,0,2,2,8.71,9,Superfan
C2266,36,Female,USA,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C2267,28,Female,Australia,Weight Loss,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C2268,34,Male,Australia,Weight Loss,TikTok,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C2269,19,Male,Australia,Weight Loss,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C2270,25,Male,UAE,Body Transformation,TikTok,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C2271,35,Male,USA,Body Transformation,Other,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C2272,36,Female,USA,Weight Gain,Referral,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C2273,26,Female,USA,Weight Gain,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C2274,24,Female,UAE,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2275,23,Female,USA,Weight Gain,Referral,Partial,92.9,No,No,0,1,1.86,0,0,0,2.86,3,At Risk
C2276,46,Male,Nepal,Weight Loss,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C2277,36,Female,UAE,Body Transformation,TikTok,Yes,100.0,No,No,0,3,2.0,0,0,0,5.0,5,Happy
C2278,26,Female,Australia,Body Transformation,Referral,Yes,78.6,Yes,Yes,0,3,1.57,1,2,0,7.57,8,Happy
C2279,53,Female,USA,Weight Gain,TikTok,Ongoing,21.4,No,No,1,0,0.43,0,0,2,2.43,2,At Risk
C2280,27,Female,Australia,Weight Gain,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C2281,27,Female,USA,Weight Gain,Instagram,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C2282,24,Female,USA,Body Transformation,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C2283,29,Female,Australia,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C2284,29,Male,USA,Weight Loss,Referral,Yes,78.6,Yes,Yes,1,3,1.57,1,2,2,9.57,10,Superfan
C2285,33,Male,UAE,Weight Loss,Instagram,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C2286,23,Male,Nepal,Weight Gain,Referral,Partial,78.6,No,No,0,1,1.57,0,0,0,2.57,3,At Risk
C2287,39,Male,Australia,Weight Loss,Instagram,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C2288,47,Female,Nepal,Body Transformation,Instagram,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C2289,26,Female,Australia,Weight Gain,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C2290,31,Male,USA,Weight Loss,TikTok,No,0.0,No,Yes,0,0,0.0,0,2,0,2.0,2,At Risk
C2291,21,Female,USA,Weight Loss,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C2292,44,Male,USA,Weight Gain,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C2293,31,Female,Australia,Body Transformation,Instagram,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C2294,25,Female,Nepal,Body Transformation,Referral,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C2295,30,Female,Nepal,Weight Loss,TikTok,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C2296,36,Male,USA,Body Transformation,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C2297,41,Female,Nepal,Weight Gain,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C2298,37,Female,USA,Weight Loss,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C2299,27,Female,Nepal,Weight Gain,Referral,Partial,100.0,No,Yes,0,1,2.0,0,2,0,5.0,5,Happy
C2300,29,Female,Australia,Weight Loss,TikTok,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C2301,19,Male,USA,Weight Gain,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C2302,46,Male,USA,Body Transformation,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C2303,33,Female,Australia,Weight Loss,TikTok,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C2304,37,Female,Australia,Weight Loss,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C2305,34,Female,UAE,Body Transformation,Instagram,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C2306,44,Male,Nepal,Body Transformation,Instagram,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C2307,41,Female,Australia,Weight Loss,Referral,Yes,100.0,No,No,1,3,2.0,0,0,2,7.0,7,Happy
C2308,38,Female,Nepal,Weight Loss,TikTok,No,7.1,Yes,Yes,0,0,0.14,1,2,0,3.14,3,Neutral
C2309,29,Female,USA,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2310,57,Female,USA,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C2311,38,Female,Australia,Weight Loss,Referral,Yes,92.9,Yes,Yes,1,3,1.86,1,2,2,9.86,10,Superfan
C2312,19,Female,UAE,Body Transformation,TikTok,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C2313,30,Female,USA,Weight Loss,TikTok,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C2314,45,Female,USA,Weight Loss,Other,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C2315,30,Male,Nepal,Weight Gain,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C2316,36,Female,Nepal,Weight Loss,Other,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C2317,42,Female,Australia,Body Transformation,Referral,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2318,38,Female,USA,Weight Gain,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2319,46,Male,Other,Body Transformation,TikTok,Partial,78.6,Yes,No,1,1,1.57,1,0,2,5.57,6,Happy
C2320,35,Female,UAE,Body Transformation,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C2321,29,Female,Australia,Body Transformation,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C2322,36,Female,USA,Body Transformation,Instagram,Partial,100.0,No,No,0,1,2.0,0,0,0,3.0,3,Neutral
C2323,49,Male,Nepal,Weight Loss,Instagram,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C2324,23,Female,Canada,Weight Loss,Referral,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2325,34,Female,Australia,Body Transformation,Referral,No,0.0,No,No,1,0,0.0,0,0,2,2.0,2,At Risk
C2326,32,Female,Australia,Weight Loss,Referral,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2327,46,Female,Other,Weight Gain,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C2328,37,Female,UAE,Weight Loss,TikTok,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C2329,53,Male,USA,Body Transformation,TikTok,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C2330,34,Male,Australia,Body Transformation,Referral,Yes,100.0,Yes,Yes,0,3,2.0,1,2,0,8.0,8,Superfan
C2331,28,Male,USA,Weight Loss,Instagram,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C2332,37,Female,Australia,Weight Loss,Referral,Partial,100.0,Yes,Yes,1,1,2.0,1,2,2,8.0,8,Superfan
C2333,28,Female,Other,Body Transformation,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C2334,41,Female,USA,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2335,29,Female,Australia,Body Transformation,TikTok,Partial,100.0,No,No,1,1,2.0,0,0,2,5.0,5,Happy
C2336,33,Female,USA,Weight Gain,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C2337,33,Female,Nepal,Weight Loss,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C2338,29,Female,USA,Body Transformation,Instagram,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C2339,54,Male,USA,Weight Gain,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C2340,28,Female,USA,Body Transformation,TikTok,No,7.1,No,No,0,0,0.14,0,0,0,0.14,0,At Risk
C2341,20,Female,Nepal,Weight Loss,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C2342,18,Female,USA,Weight Gain,TikTok,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C2343,27,Male,Australia,Weight Gain,Referral,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2344,26,Female,Nepal,Body Transformation,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C2345,50,Female,USA,Weight Gain,TikTok,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C2346,60,Female,USA,Weight Loss,Referral,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2347,24,Female,USA,Body Transformation,Referral,Partial,85.7,No,No,0,1,1.71,0,0,0,2.71,3,At Risk
C2348,27,Female,Australia,Weight Loss,Referral,Partial,85.7,No,Yes,0,1,1.71,0,2,0,4.71,5,Neutral
C2349,25,Male,USA,Weight Gain,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2350,40,Female,USA,Body Transformation,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C2351,54,Female,Nepal,Weight Loss,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C2352,20,Male,Nepal,Weight Loss,Instagram,No,0.0,Yes,Yes,0,0,0.0,1,2,0,3.0,3,Neutral
C2353,26,Female,Australia,Weight Loss,Other,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C2354,35,Male,Australia,Weight Loss,Referral,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C2355,57,Female,Nepal,Weight Loss,TikTok,Ongoing,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C2356,28,Male,Australia,Weight Loss,Referral,Yes,78.6,No,Yes,1,3,1.57,0,2,2,8.57,9,Superfan
C2357,30,Male,USA,Body Transformation,TikTok,Yes,100.0,No,No,1,3,2.0,0,0,2,7.0,7,Happy
C2358,38,Female,Nepal,Weight Loss,Referral,Partial,92.9,Yes,Yes,0,1,1.86,1,2,0,5.86,6,Happy
C2359,29,Female,Nepal,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2360,26,Female,USA,Body Transformation,TikTok,No,14.3,No,Yes,1,0,0.29,0,2,2,4.29,4,Neutral
C2361,48,Male,Canada,Weight Loss,TikTok,No,0.0,No,Yes,0,0,0.0,0,2,0,2.0,2,At Risk
C2362,26,Female,Australia,Body Transformation,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C2363,27,Male,Australia,Weight Gain,TikTok,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C2364,41,Female,USA,Weight Loss,TikTok,Partial,85.7,Yes,No,1,1,1.71,1,0,2,5.71,6,Happy
C2365,25,Male,USA,Body Transformation,Instagram,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C2366,31,Male,USA,Weight Loss,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C2367,46,Female,Australia,Body Transformation,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C2368,23,Female,USA,Body Transformation,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C2369,46,Female,Australia,Weight Gain,Referral,No,7.1,No,Yes,1,0,0.14,0,2,2,4.14,4,Neutral
C2370,38,Female,Nepal,Body Transformation,Referral,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C2371,36,Male,Nepal,Body Transformation,Referral,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C2372,33,Female,Australia,Body Transformation,Instagram,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C2373,29,Female,UAE,Body Transformation,TikTok,No,0.0,No,No,0,0,0.0,0,0,0,0.0,0,At Risk
C2374,36,Male,Nepal,Weight Gain,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C2375,24,Female,USA,Body Transformation,TikTok,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C2376,48,Female,Other,Weight Loss,Other,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C2377,29,Female,Australia,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2378,36,Male,USA,Weight Loss,Referral,Partial,100.0,Yes,Yes,0,1,2.0,1,2,0,6.0,6,Happy
C2379,44,Female,UAE,Weight Loss,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C2380,27,Male,Australia,Weight Loss,Instagram,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C2381,29,Male,Australia,Body Transformation,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C2382,49,Female,USA,Weight Loss,TikTok,Partial,85.7,Yes,No,1,1,1.71,1,0,2,5.71,6,Happy
C2383,36,Female,USA,Body Transformation,Instagram,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2384,28,Female,USA,Weight Loss,TikTok,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C2385,43,Female,UAE,Weight Loss,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C2386,20,Male,Australia,Weight Loss,TikTok,Yes,92.9,No,No,1,3,1.86,0,0,2,6.86,7,Happy
C2387,32,Female,Australia,Body Transformation,Referral,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2388,27,Female,Nepal,Weight Gain,Referral,Yes,85.7,Yes,Yes,0,3,1.71,1,2,0,7.71,8,Happy
C2389,21,Male,Australia,Weight Loss,Referral,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C2390,50,Female,USA,Weight Loss,Instagram,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C2391,26,Female,Nepal,Weight Loss,Referral,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C2392,23,Female,Australia,Body Transformation,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C2393,24,Female,USA,Body Transformation,Instagram,Ongoing,35.7,Yes,No,0,0,0.71,1,0,0,1.71,2,At Risk
C2394,21,Female,Australia,Weight Gain,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C2395,25,Female,Australia,Weight Gain,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C2396,37,Female,Australia,Body Transformation,Instagram,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C2397,29,Female,Australia,Weight Loss,TikTok,No,0.0,Yes,Yes,1,0,0.0,1,2,2,5.0,5,Happy
C2398,42,Female,USA,Weight Loss,Referral,Yes,78.6,Yes,Yes,0,3,1.57,1,2,0,7.57,8,Happy
C2399,30,Female,Australia,Weight Loss,TikTok,Yes,100.0,No,No,0,3,2.0,0,0,0,5.0,5,Happy
C2400,57,Female,Nepal,Weight Gain,Referral,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C2401,22,Male,USA,Weight Gain,TikTok,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C2402,26,Male,USA,Weight Gain,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C2403,32,Female,Other,Weight Gain,Referral,Ongoing,14.3,No,No,1,0,0.29,0,0,2,2.29,2,At Risk
C2404,26,Female,Australia,Weight Loss,Instagram,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C2405,25,Female,Australia,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C2406,41,Female,USA,Weight Gain,Instagram,Partial,85.7,Yes,No,1,1,1.71,1,0,2,5.71,6,Happy
C2407,26,Female,Nepal,Body Transformation,Other,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2408,45,Female,Australia,Weight Gain,Instagram,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C2409,32,Female,Australia,Weight Loss,Referral,Yes,100.0,Yes,Yes,0,3,2.0,1,2,0,8.0,8,Superfan
C2410,53,Female,Canada,Weight Gain,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C2411,29,Male,Australia,Weight Loss,TikTok,Ongoing,21.4,No,No,1,0,0.43,0,0,2,2.43,2,At Risk
C2412,25,Female,Nepal,Weight Loss,Referral,No,7.1,Yes,Yes,0,0,0.14,1,2,0,3.14,3,Neutral
C2413,38,Male,USA,Weight Loss,TikTok,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C2414,36,Female,Canada,Weight Loss,Referral,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2415,27,Male,Australia,Body Transformation,Referral,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C2416,31,Female,USA,Weight Gain,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C2417,38,Female,Australia,Weight Loss,TikTok,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C2418,45,Female,USA,Weight Loss,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C2419,22,Female,USA,Weight Loss,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C2420,29,Female,Australia,Body Transformation,TikTok,No,0.0,No,No,0,0,0.0,0,0,0,0.0,0,At Risk
C2421,21,Male,Australia,Weight Loss,TikTok,No,0.0,No,Yes,0,0,0.0,0,2,0,2.0,2,At Risk
C2422,49,Female,Australia,Body Transformation,Instagram,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C2423,28,Female,Nepal,Weight Loss,TikTok,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C2424,24,Female,Australia,Weight Loss,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C2425,22,Female,Australia,Body Transformation,TikTok,Yes,100.0,No,No,0,3,2.0,0,0,0,5.0,5,Happy
C2426,43,Female,Australia,Body Transformation,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2427,26,Female,USA,Weight Loss,Referral,Yes,78.6,Yes,Yes,0,3,1.57,1,2,0,7.57,8,Happy
C2428,26,Female,UAE,Weight Loss,Referral,No,7.1,No,No,0,0,0.14,0,0,0,0.14,0,At Risk
C2429,25,Male,USA,Body Transformation,Instagram,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C2430,46,Female,USA,Weight Loss,Instagram,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C2431,35,Female,USA,Weight Loss,Referral,Yes,100.0,Yes,Yes,0,3,2.0,1,2,0,8.0,8,Superfan
C2432,50,Male,USA,Body Transformation,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C2433,35,Female,Australia,Weight Loss,TikTok,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C2434,42,Female,USA,Body Transformation,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2435,37,Female,USA,Weight Loss,TikTok,Yes,85.7,No,No,0,3,1.71,0,0,0,4.71,5,Neutral
C2436,48,Female,Australia,Body Transformation,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C2437,47,Female,USA,Weight Loss,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C2438,28,Male,USA,Body Transformation,TikTok,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C2439,27,Female,Canada,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C2440,35,Male,USA,Weight Loss,Instagram,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C2441,44,Male,USA,Weight Loss,Other,Ongoing,28.6,No,No,1,0,0.57,0,0,2,2.57,3,At Risk
C2442,30,Female,Other,Weight Loss,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C2443,42,Male,Australia,Body Transformation,Referral,Partial,100.0,Yes,Yes,0,1,2.0,1,2,0,6.0,6,Happy
C2444,49,Female,USA,Weight Loss,Referral,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C2445,29,Female,Australia,Weight Loss,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C2446,21,Female,Nepal,Body Transformation,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C2447,30,Male,Australia,Weight Loss,TikTok,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
